doc_type,meeting_date,avail_date,release_estimated,n_chars,lex_abg_hawk,lex_abg_dove,lex_abg_net,lex_abg_fomc_hawk,lex_abg_fomc_dove,lex_abg_fomc_net,emb_score,emb_coverage
minutes,2020-06-10,2020-07-01,False,65793,1,17,-0.8421052631578947,6,23,-0.5666666666666667,-0.028795049677619314,0.9897435897435898
statement,2020-07-29,2020-07-29,False,2974,0,1,-0.5,0,2,-0.6666666666666666,-0.03036741540838583,0.9565217391304348
minutes,2020-07-29,2020-08-19,False,59074,3,13,-0.5882352941176471,5,22,-0.6071428571428571,-0.016941121262138058,0.9947643979057592
statement,2020-09-16,2020-09-16,False,3568,0,1,-0.5,1,1,0.0,-0.03622638036337012,1.0
minutes,2020-09-16,2020-10-07,False,64812,9,7,0.11764705882352941,18,9,0.32142857142857145,-0.02890746736600463,0.9906103286384976
statement,2020-11-05,2020-11-05,False,3044,0,0,0.0,1,1,0.0,-0.035173183832283156,0.96
minutes,2020-11-05,2020-11-25,False,62602,7,9,-0.11764705882352941,14,18,-0.12121212121212122,-0.019130182383470435,0.9948051948051948
statement,2020-12-16,2020-12-16,False,3154,0,0,0.0,1,1,0.0,-0.03920650093590773,0.9583333333333334
minutes,2020-12-16,2021-01-06,False,54419,5,4,0.1,14,12,0.07407407407407407,-0.02720357187398441,0.9941860465116279
statement,2021-01-27,2021-01-27,False,3227,0,0,0.0,1,2,-0.25,-0.030979897772817015,1.0
minutes,2021-01-27,2021-02-17,False,82722,12,5,0.3888888888888889,17,19,-0.05405405405405406,-0.01678762008259393,0.998062015503876
statement,2021-03-17,2021-03-17,False,3193,0,0,0.0,1,0,0.5,-0.034296967233556325,1.0
minutes,2021-03-17,2021-04-07,False,56982,8,4,0.3076923076923077,16,5,0.5,-0.027060355241366914,0.9918256130790191
statement,2021-04-28,2021-04-28,False,3181,0,0,0.0,3,0,0.75,-0.03175298027853684,1.0
minutes,2021-04-28,2021-05-19,False,57621,9,4,0.35714285714285715,25,7,0.5454545454545454,-0.023388993567308468,0.9973333333333333
statement,2021-06-16,2021-06-16,False,3143,0,0,0.0,3,0,0.75,-0.02475368986574975,1.0
minutes,2021-06-16,2021-07-07,False,62453,14,3,0.6111111111111112,34,8,0.6046511627906976,-0.02419869239333966,0.9899497487437185
statement,2021-07-28,2021-07-28,False,3226,0,0,0.0,2,0,0.6666666666666666,-0.03243370607911284,1.0
minutes,2021-07-28,2021-08-18,False,69072,11,3,0.5333333333333333,25,10,0.4166666666666667,-0.026103956026750134,0.9951219512195122
statement,2021-09-22,2021-09-22,False,3335,0,0,0.0,2,1,0.25,-0.040057377432377625,1.0
minutes,2021-09-22,2021-10-13,False,57126,7,2,0.5,34,12,0.46808510638297873,-0.03241597811343821,0.991869918699187
statement,2021-11-03,2021-11-03,False,4017,0,0,0.0,2,1,0.25,-0.04081407732302343,1.0
minutes,2021-11-03,2021-11-24,False,54012,13,1,0.8,35,12,0.4791666666666667,-0.026060767208063922,0.9941690962099126
statement,2021-12-15,2021-12-15,False,3412,0,0,0.0,2,0,0.6666666666666666,-0.0431542423937844,1.0
minutes,2021-12-15,2022-01-05,False,61347,15,2,0.7222222222222222,38,5,0.75,-0.026622603429499903,0.9974683544303797
statement,2022-01-26,2022-01-26,False,2788,0,0,0.0,2,0,0.6666666666666666,-0.044002823317078575,1.0
minutes,2022-01-26,2022-02-16,False,86527,12,4,0.47058823529411764,36,8,0.6222222222222222,-0.01929627342995559,0.9962335216572504
statement,2022-03-16,2022-03-16,False,2285,1,0,0.5,3,0,0.75,-0.0443129225099221,1.0
minutes,2022-03-16,2022-04-06,False,56831,19,1,0.8571428571428571,44,5,0.78,-0.02300321339068736,0.9944289693593314
statement,2022-05-04,2022-05-04,False,2513,1,0,0.5,3,0,0.75,-0.032472184348791656,0.9583333333333334
minutes,2022-05-04,2022-05-25,False,49338,16,2,0.7368421052631579,36,4,0.7804878048780488,-0.010264071197386624,0.993993993993994
statement,2022-06-15,2022-06-15,False,2427,1,0,0.5,2,0,0.6666666666666666,-0.02106798870547474,1.0
minutes,2022-06-15,2022-07-06,False,51745,15,5,0.47619047619047616,33,17,0.3137254901960784,-0.010135316177092657,0.9911764705882353
statement,2022-07-27,2022-07-27,False,2093,0,0,0.0,1,0,0.5,-0.028977063082151987,1.0
minutes,2022-07-27,2022-08-17,False,55088,14,18,-0.12121212121212122,38,35,0.04054054054054054,-0.0141770033654063,0.9945652173913043
statement,2022-09-21,2022-09-21,False,2090,0,0,0.0,1,0,0.5,-0.029353706743356706,1.0
minutes,2022-09-21,2022-10-12,False,50946,14,6,0.38095238095238093,30,19,0.22,-0.017321662949366254,1.0
statement,2022-11-02,2022-11-02,False,2489,0,0,0.0,1,0,0.5,-0.03718523032233381,1.0
minutes,2022-11-02,2022-11-23,False,52894,18,3,0.6818181818181818,34,8,0.6046511627906976,-0.018122939709116014,1.0
statement,2022-12-14,2022-12-14,False,2489,0,0,0.0,1,0,0.5,-0.03672692093418805,1.0
minutes,2022-12-14,2023-01-04,False,50651,13,4,0.5,24,21,0.06521739130434782,-0.019490378799622735,1.0
statement,2023-02-01,2023-02-01,False,2236,0,0,0.0,0,1,-0.5,-0.04173722176041522,1.0
minutes,2023-02-01,2023-02-22,False,56525,11,4,0.4375,17,37,-0.36363636363636365,-0.016926379884675,1.0
statement,2023-03-22,2023-03-22,False,2437,0,0,0.0,1,1,0.0,-0.020387670282265565,1.0
minutes,2023-03-22,2023-04-12,False,49063,12,5,0.3888888888888889,23,18,0.11904761904761904,-0.013923339736995837,1.0
statement,2023-05-03,2023-05-03,False,2225,0,0,0.0,1,0,0.5,-0.015567718543471592,0.9615384615384616
minutes,2023-05-03,2023-05-24,False,53911,13,7,0.2857142857142857,22,20,0.046511627906976744,-0.00453538074835481,0.9973262032085561
statement,2023-06-14,2023-06-14,False,2292,0,0,0.0,1,0,0.5,-0.01894212258652899,1.0
minutes,2023-06-14,2023-07-05,False,46071,10,3,0.5,18,18,0.0,-0.016613718699879786,1.0
statement,2023-07-26,2023-07-26,False,2249,0,0,0.0,1,0,0.5,-0.018123304646898306,1.0
minutes,2023-07-26,2023-08-16,False,45194,10,6,0.23529411764705882,19,15,0.11428571428571428,-0.006899294878078646,1.0
statement,2023-09-20,2023-09-20,False,2286,0,1,-0.5,1,1,0.0,-0.016327148507266045,1.0
minutes,2023-09-20,2023-10-11,False,42853,8,5,0.21428571428571427,16,26,-0.23255813953488372,-0.013456897457896426,1.0
statement,2023-11-01,2023-11-01,False,2323,0,1,-0.5,1,1,0.0,-0.0183933800405105,1.0
minutes,2023-11-01,2023-11-21,False,45429,12,5,0.3888888888888889,22,13,0.25,-0.008284404890699695,1.0
statement,2023-12-13,2023-12-13,False,2376,0,1,-0.5,0,2,-0.6666666666666666,-0.01591165744042238,1.0
minutes,2023-12-13,2024-01-03,False,44921,7,10,-0.16666666666666666,17,31,-0.2857142857142857,-0.01947493199457413,1.0
statement,2024-01-31,2024-01-31,False,2190,0,1,-0.5,0,2,-0.6666666666666666,-0.019370729340297817,1.0
minutes,2024-01-31,2024-02-21,False,48774,10,6,0.23529411764705882,16,24,-0.1951219512195122,-0.01818401799448228,1.0
statement,2024-03-20,2024-03-20,False,2154,0,1,-0.5,0,2,-0.6666666666666666,-0.020185162977031344,1.0
minutes,2024-03-20,2024-04-10,False,47804,14,4,0.5263157894736842,20,18,0.05128205128205128,-0.013635790091851674,1.0
statement,2024-05-01,2024-05-01,False,2645,0,1,-0.5,0,2,-0.6666666666666666,-0.01935374755928969,0.9666666666666667
minutes,2024-05-01,2024-05-22,False,46312,13,7,0.2857142857142857,20,19,0.025,-0.01870718874559603,1.0
statement,2024-06-12,2024-06-12,False,2244,0,1,-0.5,0,2,-0.6666666666666666,-0.020664979511802396,1.0
minutes,2024-06-12,2024-07-03,False,42724,10,8,0.10526315789473684,16,22,-0.15384615384615385,-0.021843910824369237,0.9969604863221885
statement,2024-07-31,2024-07-31,False,2324,0,0,0.0,1,1,0.0,-0.01951796646080932,1.0
minutes,2024-07-31,2024-08-21,False,43712,4,4,0.0,14,15,-0.03333333333333333,-0.01870921274161394,1.0
statement,2024-09-18,2024-09-18,False,2313,0,0,0.0,1,0,0.5,-0.017396676279573215,1.0
minutes,2024-09-18,2024-10-09,False,43234,7,3,0.36363636363636365,16,10,0.2222222222222222,-0.025055692575172168,0.9968253968253968
statement,2024-11-07,2024-11-07,False,2091,0,0,0.0,1,0,0.5,-0.020333777305306337,1.0
minutes,2024-11-07,2024-11-26,False,48081,7,7,0.0,16,13,0.1,-0.015631185483339374,0.997093023255814
statement,2024-12-18,2024-12-18,False,2243,0,0,0.0,1,0,0.5,-0.016919969442754496,1.0
minutes,2024-12-18,2025-01-08,False,44578,9,3,0.46153846153846156,19,6,0.5,-0.021679651644274458,0.9969325153374233
statement,2025-01-29,2025-01-29,False,2021,0,0,0.0,1,0,0.5,-0.020822417534865006,1.0
minutes,2025-01-29,2025-02-19,False,53241,7,4,0.25,18,12,0.1935483870967742,-0.01455582857804782,1.0
statement,2025-03-19,2025-03-19,False,2404,0,0,0.0,1,0,0.5,-0.02449225349850643,1.0
minutes,2025-03-19,2025-04-09,False,47504,9,5,0.26666666666666666,20,16,0.10810810810810811,-0.023263225681834487,1.0
statement,2025-05-07,2025-05-07,False,2124,1,1,0.0,3,1,0.4,-0.014817427128678642,0.9615384615384616
minutes,2025-05-07,2025-05-28,False,50033,10,9,0.05,24,21,0.06521739130434782,-0.016865740317753255,1.0
statement,2025-06-18,2025-06-18,False,1967,1,0,0.5,2,0,0.6666666666666666,-0.016819961903209994,1.0
minutes,2025-06-18,2025-07-09,False,46316,8,7,0.0625,24,10,0.4,-0.020586429889048418,1.0
statement,2025-07-30,2025-07-30,False,2132,1,0,0.5,2,0,0.6666666666666666,-0.018144655363725486,1.0
minutes,2025-07-30,2025-08-20,False,46452,7,8,-0.0625,20,14,0.17142857142857143,-0.023728981745745163,1.0
statement,2025-09-17,2025-09-17,False,2165,0,0,0.0,2,0,0.6666666666666666,-0.02624285433759889,1.0
minutes,2025-09-17,2025-10-08,False,41150,9,7,0.11764705882352941,27,18,0.1956521739130435,-0.027378073314805382,1.0
statement,2025-10-29,2025-10-29,False,2341,0,0,0.0,1,0,0.5,-0.03401174825609902,1.0
minutes,2025-10-29,2025-11-19,False,54594,11,6,0.2777777777777778,32,16,0.32653061224489793,-0.026003068195158737,1.0
statement,2025-12-10,2025-12-10,False,2471,0,0,0.0,1,0,0.5,-0.03356115583295829,1.0
minutes,2025-12-10,2025-12-30,False,50532,11,4,0.4375,21,11,0.30303030303030304,-0.02477349613002548,1.0
statement,2026-01-28,2026-01-28,False,1912,1,0,0.5,2,0,0.6666666666666666,-0.03661526544958166,1.0
minutes,2026-01-28,2026-02-18,False,43227,8,3,0.4166666666666667,18,12,0.1935483870967742,-0.029599921282756472,1.0
statement,2026-03-18,2026-03-18,False,1997,1,0,0.5,2,0,0.6666666666666666,-0.031653523775340496,1.0
minutes,2026-03-18,2026-04-08,False,39773,16,6,0.43478260869565216,30,14,0.35555555555555557,-0.02011887488589239,1.0
statement,2026-04-29,2026-04-29,False,2177,0,0,0.0,1,0,0.5,-0.03952346919105385,1.0
minutes,2026-04-29,2026-05-20,False,45380,14,3,0.6111111111111112,29,8,0.5526315789473685,-0.02671080446390755,1.0
statement,2026-06-17,2026-06-17,False,857,0,0,0.0,1,0,0.5,-0.05632753815787016,1.0
minutes,2026-06-17,2026-07-08,False,35465,15,4,0.55,33,9,0.5581395348837209,-0.024942337477016033,1.0
